idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
525,2023-03-17 05:16:48.000000,2023-03-17 05:16:48.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,3,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,525
526,2023-03-17 06:00:00.000000,2023-03-17 06:00:00.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,1,2,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,526
527,2023-03-17 06:43:12.000000,2023-03-17 06:43:12.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,2,4,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,527
528,2023-03-17 07:26:24.000000,2023-03-17 07:26:24.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,2,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,528
529,2023-03-17 08:09:36.000000,2023-03-17 08:09:36.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,2,2,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,529
530,2023-03-17 08:52:48.000000,2023-03-17 08:52:48.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,2,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,530
531,2023-03-17 09:36:00.000000,2023-03-17 09:36:00.000000,2.9,4.0,5.3,"견과류, 묵직한, 스모크, 견과류, 고소한, 사과, 배, 플로럴",N,7.9,2,2,2,1,1,3,1,4,15,향미에 가치를 두는 타입,2.9,531
532,2023-03-17 10:19:12.000000,2023-03-17 10:19:12.000000,2.4,4.9,6.9,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.7,1,3,1,5,1,2,2,1,51,풍부하고 진한 입감을 즐기는 타입,4.3,532
533,2023-03-17 11:02:24.000000,2023-03-17 11:02:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,533
534,2023-03-17 11:45:36.000000,2023-03-17 11:45:36.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,2,2,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,534
535,2023-03-17 12:28:48.000000,2023-03-17 12:28:48.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,1,3,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,535
536,2023-03-17 13:12:00.000000,2023-03-17 13:12:00.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,2,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,536
537,2023-03-17 13:55:12.000000,2023-03-17 13:55:12.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,1,2,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,537
538,2023-03-17 14:38:24.000000,2023-03-17 14:38:24.000000,2.9,3.8,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,7.6,2,4,1,1,3,3,4,4,15,향미에 가치를 두는 타입,3.6,538
539,2023-03-17 15:21:36.000000,2023-03-17 15:21:36.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,2,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,539
540,2023-03-17 16:04:48.000000,2023-03-17 16:04:48.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,4,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,540
541,2023-03-17 16:48:00.000000,2023-03-17 16:48:00.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,2,3,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,541
542,2023-03-17 17:31:12.000000,2023-03-17 17:31:12.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,2,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,542
543,2023-03-17 18:14:24.000000,2023-03-17 18:14:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,543
544,2023-03-17 18:57:36.000000,2023-03-17 18:57:36.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,1,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,544
545,2023-03-17 19:40:48.000000,2023-03-17 19:40:48.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,2,4,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,545
546,2023-03-17 20:24:00.000000,2023-03-17 20:24:00.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,546
547,2023-03-17 21:07:12.000000,2023-03-17 21:07:12.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,1,3,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,547
548,2023-03-17 21:50:24.000000,2023-03-17 21:50:24.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,2,2,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,548
549,2023-03-17 22:33:36.000000,2023-03-17 22:33:36.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,1,3,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,549
550,2023-03-17 23:16:48.000000,2023-03-17 23:16:48.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,2,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,550
551,2023-03-18 00:00:00.000000,2023-03-18 00:00:00.000000,2.1,5.3,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,2,5,1,4,3,2,1,1,45,강하고 쓴 맛을 선호하는 타입,4.9,551
552,2023-03-18 00:43:12.000000,2023-03-18 00:43:12.000000,1.5,2.5,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,5.8,2,3,1,5,3,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,552
553,2023-03-18 01:26:24.000000,2023-03-18 01:26:24.000000,2.4,4.7,5.1,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,6.0,1,2,1,1,3,2,3,1,15,향미에 가치를 두는 타입,4.7,553
554,2023-03-18 02:09:36.000000,2023-03-18 02:09:36.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,1,3,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,554
555,2023-03-18 02:52:48.000000,2023-03-18 02:52:48.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,1,2,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,555
556,2023-03-18 03:36:00.000000,2023-03-18 03:36:00.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,2,4,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,556
557,2023-03-18 04:19:12.000000,2023-03-18 04:19:12.000000,2.9,5.0,4.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허브",N,8.2,2,4,2,1,1,2,2,3,14,향미에 가치를 두는 타입,4.6,557
558,2023-03-18 05:02:24.000000,2023-03-18 05:02:24.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,2,3,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,558
559,2023-03-18 05:45:36.000000,2023-03-18 05:45:36.000000,7.9,3.6,4.6,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.5,1,2,2,2,1,1,4,2,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,3.2,559
560,2023-03-18 06:28:48.000000,2023-03-18 06:28:48.000000,5.0,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.4,2,4,1,2,1,3,4,1,54,풍부하고 진한 입감을 즐기는 타입,2.4,560
561,2023-03-18 07:12:00.000000,2023-03-18 07:12:00.000000,2.8,2.6,5.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,7.5,2,3,2,1,4,2,5,4,15,향미에 가치를 두는 타입,5.0,561
562,2023-03-18 07:55:12.000000,2023-03-18 07:55:12.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,2,2,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,562
563,2023-03-18 08:38:24.000000,2023-03-18 08:38:24.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,1,2,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,563
564,2023-03-18 09:21:36.000000,2023-03-18 09:21:36.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,1,2,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,564
565,2023-03-18 10:04:48.000000,2023-03-18 10:04:48.000000,4.0,6.8,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 허브",N,6.5,1,3,1,4,1,1,5,3,41,강하고 쓴 맛을 선호하는 타입,4.0,565
566,2023-03-18 10:48:00.000000,2023-03-18 10:48:00.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,2,2,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,566
567,2023-03-18 11:31:12.000000,2023-03-18 11:31:12.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,1,2,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,567
568,2023-03-18 12:14:24.000000,2023-03-18 12:14:24.000000,2.8,4.7,8.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,5.1,1,2,2,5,1,2,5,1,51,풍부하고 진한 입감을 즐기는 타입,4.0,568
569,2023-03-18 12:57:36.000000,2023-03-18 12:57:36.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,2,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,569
570,2023-03-18 13:40:48.000000,2023-03-18 13:40:48.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,1,4,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,570
571,2023-03-18 14:24:00.000000,2023-03-18 14:24:00.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,3,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,571
572,2023-03-18 15:07:12.000000,2023-03-18 15:07:12.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,1,4,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,572
573,2023-03-18 15:50:24.000000,2023-03-18 15:50:24.000000,1.9,2.4,5.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 허니",N,5.0,1,3,1,5,3,2,1,5,35,달콤하고 즐거운 맛을 즐기는 타입,6.4,573
574,2023-03-18 16:33:36.000000,2023-03-18 16:33:36.000000,1.5,2.5,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,5.8,1,3,1,5,3,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,574
575,2023-03-18 17:16:48.000000,2023-03-18 17:16:48.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,1,3,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,575
576,2023-03-18 18:00:00.000000,2023-03-18 18:00:00.000000,3.2,3.1,6.5,"견과류, 고소한, 중후한, 초코, 부드러운, 사과, 배, 허니",N,4.9,1,2,4,5,1,2,1,5,53,풍부하고 진한 입감을 즐기는 타입,5.6,576
577,2023-03-18 18:43:12.000000,2023-03-18 18:43:12.000000,4.4,3.5,4.9,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,6.7,2,2,4,1,3,1,4,1,15,향미에 가치를 두는 타입,4.0,577
578,2023-03-18 19:26:24.000000,2023-03-18 19:26:24.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,1,4,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,578
579,2023-03-18 20:09:36.000000,2023-03-18 20:09:36.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,4,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,579
580,2023-03-18 20:52:48.000000,2023-03-18 20:52:48.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,2,3,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,580
581,2023-03-18 21:36:00.000000,2023-03-18 21:36:00.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,3,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,581
582,2023-03-18 22:19:12.000000,2023-03-18 22:19:12.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,7.4,1,2,1,1,1,2,2,1,15,향미에 가치를 두는 타입,4.3,582
583,2023-03-18 23:02:24.000000,2023-03-18 23:02:24.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,1,3,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,583
584,2023-03-18 23:45:36.000000,2023-03-18 23:45:36.000000,3.5,2.8,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.0,2,3,1,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.2,584
585,2023-03-19 00:28:48.000000,2023-03-19 00:28:48.000000,3.5,2.8,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.0,2,2,1,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.2,585
586,2023-03-19 01:12:00.000000,2023-03-19 01:12:00.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,1,3,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,586
587,2023-03-19 01:55:12.000000,2023-03-19 01:55:12.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,1,2,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,587
588,2023-03-19 02:38:24.000000,2023-03-19 02:38:24.000000,5.3,3.9,6.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.7,2,3,2,5,1,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,3.8,588
589,2023-03-19 03:21:36.000000,2023-03-19 03:21:36.000000,2.4,3.3,5.0,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허니",N,6.4,2,3,2,3,1,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,7.4,589
590,2023-03-19 04:04:48.000000,2023-03-19 04:04:48.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,2,3,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,590
591,2023-03-19 04:48:00.000000,2023-03-19 04:48:00.000000,2.6,3.5,6.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 허니",N,7.4,1,4,2,1,1,2,5,5,15,향미에 가치를 두는 타입,5.6,591
592,2023-03-19 05:31:12.000000,2023-03-19 05:31:12.000000,1.5,2.5,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,5.8,1,4,1,5,3,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,592
593,2023-03-19 06:14:24.000000,2023-03-19 06:14:24.000000,2.4,3.3,5.0,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허니",N,6.4,1,5,2,3,1,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,7.4,593
594,2023-03-19 06:57:36.000000,2023-03-19 06:57:36.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,2,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,594
595,2023-03-19 07:40:48.000000,2023-03-19 07:40:48.000000,6.1,5.6,4.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.4,1,2,1,4,1,1,4,2,12,향미에 가치를 두는 타입,3.3,595
596,2023-03-19 08:24:00.000000,2023-03-19 08:24:00.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,596
597,2023-03-19 09:07:12.000000,2023-03-19 09:07:12.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,1,3,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,597
598,2023-03-19 09:50:24.000000,2023-03-19 09:50:24.000000,5.3,3.9,6.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.7,2,2,2,5,1,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,3.8,598
599,2023-03-19 10:33:36.000000,2023-03-19 10:33:36.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,2,5,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,599
600,2023-03-19 11:16:48.000000,2023-03-19 11:16:48.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,2,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,600
601,2023-03-19 12:00:00.000000,2023-03-19 12:00:00.000000,2.4,3.3,5.0,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허니",N,6.4,1,2,2,3,1,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,7.4,601
602,2023-03-19 12:43:12.000000,2023-03-19 12:43:12.000000,4.0,6.8,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 허브",N,6.5,2,3,1,4,1,1,5,3,41,강하고 쓴 맛을 선호하는 타입,4.0,602
603,2023-03-19 13:26:24.000000,2023-03-19 13:26:24.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,2,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,603
604,2023-03-19 14:09:36.000000,2023-03-19 14:09:36.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,1,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,604
605,2023-03-19 14:52:48.000000,2023-03-19 14:52:48.000000,4.0,3.9,6.8,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허니",N,6.0,2,2,2,2,1,3,5,5,51,풍부하고 진한 입감을 즐기는 타입,4.4,605
606,2023-03-19 15:36:00.000000,2023-03-19 15:36:00.000000,2.2,2.9,4.4,"견과류, 묵직한, 스모크, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.5,2,4,2,1,4,3,2,4,15,향미에 가치를 두는 타입,4.0,606
607,2023-03-19 16:19:12.000000,2023-03-19 16:19:12.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,1,2,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,607
608,2023-03-19 17:02:24.000000,2023-03-19 17:02:24.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,2,2,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,608
609,2023-03-19 17:45:36.000000,2023-03-19 17:45:36.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,1,2,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,609
610,2023-03-19 18:28:48.000000,2023-03-19 18:28:48.000000,3.6,4.2,4.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 시트러스",N,8.1,2,2,1,1,1,3,2,2,15,향미에 가치를 두는 타입,3.6,610
611,2023-03-19 19:12:00.000000,2023-03-19 19:12:00.000000,4.7,3.1,5.6,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,6.8,1,2,2,1,2,2,4,2,15,향미에 가치를 두는 타입,4.2,611
612,2023-03-19 19:55:12.000000,2023-03-19 19:55:12.000000,4.0,6.8,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 허브",N,6.5,1,3,1,4,1,1,5,3,41,강하고 쓴 맛을 선호하는 타입,4.0,612
613,2023-03-19 20:38:24.000000,2023-03-19 20:38:24.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,3,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,613
614,2023-03-19 21:21:36.000000,2023-03-19 21:21:36.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,1,3,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,614
615,2023-03-19 22:04:48.000000,2023-03-19 22:04:48.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,1,5,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,615
616,2023-03-19 22:48:00.000000,2023-03-19 22:48:00.000000,3.9,3.6,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 시트러스",N,4.7,2,2,1,3,3,2,3,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,616
617,2023-03-19 23:31:12.000000,2023-03-19 23:31:12.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,1,4,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,617
618,2023-03-20 00:14:24.000000,2023-03-20 00:14:24.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,1,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,618
619,2023-03-20 00:57:36.000000,2023-03-20 00:57:36.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,1,5,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,619
620,2023-03-20 01:40:48.000000,2023-03-20 01:40:48.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,3,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,620
621,2023-03-20 02:24:00.000000,2023-03-20 02:24:00.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,2,4,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,621
622,2023-03-20 03:07:12.000000,2023-03-20 03:07:12.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,622
623,2023-03-20 03:50:24.000000,2023-03-20 03:50:24.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,1,2,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,623
624,2023-03-20 04:33:36.000000,2023-03-20 04:33:36.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,4,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,624
625,2023-03-20 05:16:48.000000,2023-03-20 05:16:48.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,1,3,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,625
